时间, NPU_ID, Aicore使用率(%), HBM使用率(%)
2025-10-17 09:46:35, 0, 88, 95
2025-10-17 09:46:35, 1, 56, 95
2025-10-17 09:46:35, 2, 58, 95
2025-10-17 09:46:35, 3, 88, 95
2025-10-17 09:46:35, 4, 0, 83
2025-10-17 09:46:35, 5, 0, 83
2025-10-17 09:46:35, 6, 0, 83
2025-10-17 09:46:35, 7, 0, 83
2025-10-17 09:46:41, 0, 59, 95
2025-10-17 09:46:41, 1, 41, 95
2025-10-17 09:46:41, 2, 88, 95
2025-10-17 09:46:41, 3, 59, 95
2025-10-17 09:46:41, 4, 0, 83
2025-10-17 09:46:41, 5, 0, 83
2025-10-17 09:46:41, 6, 0, 83
2025-10-17 09:46:41, 7, 0, 83
2025-10-17 09:46:46, 0, 57, 95
2025-10-17 09:46:46, 1, 57, 95
2025-10-17 09:46:46, 2, 88, 95
2025-10-17 09:46:46, 3, 28, 95
2025-10-17 09:46:46, 4, 0, 83
2025-10-17 09:46:46, 5, 0, 83
2025-10-17 09:46:46, 6, 0, 83
2025-10-17 09:46:46, 7, 0, 83
2025-10-17 09:46:52, 0, 62, 95
2025-10-17 09:46:52, 1, 62, 95
2025-10-17 09:46:52, 2, 88, 95
2025-10-17 09:46:52, 3, 62, 95
2025-10-17 09:46:52, 4, 0, 83
2025-10-17 09:46:52, 5, 0, 83
2025-10-17 09:46:52, 6, 0, 83
2025-10-17 09:46:52, 7, 0, 83
2025-10-17 09:46:58, 0, 18, 95
2025-10-17 09:46:58, 1, 88, 95
2025-10-17 09:46:58, 2, 88, 95
2025-10-17 09:46:58, 3, 54, 95
2025-10-17 09:46:58, 4, 0, 83
2025-10-17 09:46:58, 5, 0, 83
2025-10-17 09:46:58, 6, 0, 83
2025-10-17 09:46:58, 7, 0, 83
2025-10-17 09:47:03, 0, 88, 95
2025-10-17 09:47:03, 1, 21, 95
2025-10-17 09:47:03, 2, 87, 95
2025-10-17 09:47:03, 3, 86, 95
2025-10-17 09:47:03, 4, 0, 83
2025-10-17 09:47:03, 5, 0, 83
2025-10-17 09:47:03, 6, 0, 83
2025-10-17 09:47:03, 7, 0, 83
2025-10-17 09:47:09, 0, 63, 95
2025-10-17 09:47:09, 1, 16, 95
2025-10-17 09:47:09, 2, 88, 95
2025-10-17 09:47:09, 3, 87, 95
2025-10-17 09:47:09, 4, 0, 83
2025-10-17 09:47:09, 5, 0, 83
2025-10-17 09:47:09, 6, 0, 83
2025-10-17 09:47:09, 7, 0, 83
2025-10-17 09:47:14, 0, 88, 95
2025-10-17 09:47:14, 1, 87, 95
2025-10-17 09:47:14, 2, 85, 95
2025-10-17 09:47:14, 3, 88, 95
2025-10-17 09:47:14, 4, 0, 83
2025-10-17 09:47:14, 5, 0, 83
2025-10-17 09:47:14, 6, 0, 83
2025-10-17 09:47:14, 7, 0, 83
2025-10-17 09:47:20, 0, 87, 95
2025-10-17 09:47:20, 1, 87, 95
2025-10-17 09:47:20, 2, 55, 95
2025-10-17 09:47:20, 3, 65, 95
2025-10-17 09:47:20, 4, 0, 83
2025-10-17 09:47:20, 5, 0, 83
2025-10-17 09:47:20, 6, 0, 83
2025-10-17 09:47:20, 7, 0, 83
2025-10-17 09:47:26, 0, 55, 95
2025-10-17 09:47:26, 1, 59, 95
2025-10-17 09:47:26, 2, 15, 95
2025-10-17 09:47:26, 3, 88, 95
2025-10-17 09:47:26, 4, 0, 83
2025-10-17 09:47:26, 5, 0, 83
2025-10-17 09:47:26, 6, 0, 83
2025-10-17 09:47:26, 7, 0, 83
2025-10-17 09:47:31, 0, 60, 95
2025-10-17 09:47:31, 1, 88, 95
2025-10-17 09:47:31, 2, 28, 95
2025-10-17 09:47:31, 3, 87, 95
2025-10-17 09:47:31, 4, 0, 83
2025-10-17 09:47:31, 5, 0, 83
2025-10-17 09:47:31, 6, 0, 83
2025-10-17 09:47:31, 7, 0, 83
2025-10-17 09:47:37, 0, 58, 95
2025-10-17 09:47:37, 1, 63, 95
2025-10-17 09:47:37, 2, 86, 95
2025-10-17 09:47:37, 3, 86, 95
2025-10-17 09:47:37, 4, 0, 83
2025-10-17 09:47:37, 5, 0, 83
2025-10-17 09:47:37, 6, 0, 83
2025-10-17 09:47:37, 7, 0, 83
2025-10-17 09:47:43, 0, 57, 95
2025-10-17 09:47:43, 1, 63, 95
2025-10-17 09:47:43, 2, 25, 95
2025-10-17 09:47:43, 3, 86, 95
2025-10-17 09:47:43, 4, 0, 83
2025-10-17 09:47:43, 5, 0, 83
2025-10-17 09:47:43, 6, 0, 83
2025-10-17 09:47:43, 7, 0, 83
2025-10-17 09:47:48, 0, 41, 95
2025-10-17 09:47:48, 1, 69, 95
2025-10-17 09:47:48, 2, 64, 95
2025-10-17 09:47:48, 3, 18, 95
2025-10-17 09:47:48, 4, 0, 83
2025-10-17 09:47:48, 5, 0, 83
2025-10-17 09:47:48, 6, 0, 83
2025-10-17 09:47:48, 7, 0, 83
2025-10-17 09:47:54, 0, 62, 95
2025-10-17 09:47:54, 1, 59, 95
2025-10-17 09:47:54, 2, 88, 95
2025-10-17 09:47:54, 3, 88, 95
2025-10-17 09:47:54, 4, 0, 83
2025-10-17 09:47:54, 5, 0, 83
2025-10-17 09:47:54, 6, 0, 83
2025-10-17 09:47:54, 7, 0, 83
2025-10-17 09:48:00, 0, 91, 95
2025-10-17 09:48:00, 1, 89, 95
2025-10-17 09:48:00, 2, 85, 95
2025-10-17 09:48:00, 3, 88, 95
2025-10-17 09:48:00, 4, 0, 83
2025-10-17 09:48:00, 5, 0, 83
2025-10-17 09:48:00, 6, 0, 83
2025-10-17 09:48:00, 7, 0, 83
2025-10-17 09:48:05, 0, 87, 95
2025-10-17 09:48:05, 1, 73, 95
2025-10-17 09:48:05, 2, 52, 95
2025-10-17 09:48:05, 3, 88, 95
2025-10-17 09:48:05, 4, 0, 83
2025-10-17 09:48:05, 5, 29, 83
2025-10-17 09:48:05, 6, 88, 83
2025-10-17 09:48:05, 7, 0, 83
2025-10-17 09:48:11, 0, 54, 95
2025-10-17 09:48:11, 1, 28, 95
2025-10-17 09:48:11, 2, 66, 95
2025-10-17 09:48:11, 3, 88, 95
2025-10-17 09:48:11, 4, 0, 83
2025-10-17 09:48:11, 5, 0, 83
2025-10-17 09:48:11, 6, 0, 83
2025-10-17 09:48:11, 7, 0, 83
2025-10-17 09:48:16, 0, 48, 95
2025-10-17 09:48:16, 1, 62, 95
2025-10-17 09:48:16, 2, 37, 95
2025-10-17 09:48:16, 3, 35, 95
2025-10-17 09:48:16, 4, 0, 83
2025-10-17 09:48:16, 5, 0, 83
2025-10-17 09:48:16, 6, 0, 83
2025-10-17 09:48:16, 7, 0, 83
2025-10-17 09:48:22, 0, 62, 95
2025-10-17 09:48:22, 1, 60, 95
2025-10-17 09:48:22, 2, 88, 95
2025-10-17 09:48:22, 3, 88, 95
2025-10-17 09:48:22, 4, 0, 83
2025-10-17 09:48:22, 5, 0, 83
2025-10-17 09:48:22, 6, 0, 83
2025-10-17 09:48:22, 7, 0, 83
2025-10-17 09:48:28, 0, 7, 95
2025-10-17 09:48:28, 1, 87, 95
2025-10-17 09:48:28, 2, 86, 95
2025-10-17 09:48:28, 3, 63, 95
2025-10-17 09:48:28, 4, 0, 83
2025-10-17 09:48:28, 5, 0, 83
2025-10-17 09:48:28, 6, 0, 83
2025-10-17 09:48:28, 7, 0, 83
2025-10-17 09:48:33, 0, 56, 95
2025-10-17 09:48:33, 1, 88, 95
2025-10-17 09:48:33, 2, 61, 95
2025-10-17 09:48:33, 3, 88, 95
2025-10-17 09:48:33, 4, 0, 83
2025-10-17 09:48:33, 5, 0, 83
2025-10-17 09:48:33, 6, 0, 83
2025-10-17 09:48:33, 7, 0, 83
2025-10-17 09:48:39, 0, 65, 95
2025-10-17 09:48:39, 1, 44, 95
2025-10-17 09:48:39, 2, 12, 95
2025-10-17 09:48:39, 3, 88, 95
2025-10-17 09:48:39, 4, 0, 83
2025-10-17 09:48:39, 5, 0, 83
2025-10-17 09:48:39, 6, 0, 83
2025-10-17 09:48:39, 7, 0, 83
2025-10-17 09:48:45, 0, 14, 95
2025-10-17 09:48:45, 1, 88, 95
2025-10-17 09:48:45, 2, 88, 95
2025-10-17 09:48:45, 3, 63, 95
2025-10-17 09:48:45, 4, 0, 83
2025-10-17 09:48:45, 5, 0, 83
2025-10-17 09:48:45, 6, 0, 83
2025-10-17 09:48:45, 7, 0, 83
2025-10-17 09:48:50, 0, 89, 95
2025-10-17 09:48:50, 1, 88, 95
2025-10-17 09:48:50, 2, 88, 95
2025-10-17 09:48:50, 3, 63, 95
2025-10-17 09:48:50, 4, 0, 83
2025-10-17 09:48:50, 5, 0, 83
2025-10-17 09:48:50, 6, 0, 83
2025-10-17 09:48:50, 7, 0, 83
2025-10-17 09:48:56, 0, 3, 95
2025-10-17 09:48:56, 1, 86, 95
2025-10-17 09:48:56, 2, 87, 95
2025-10-17 09:48:56, 3, 86, 95
2025-10-17 09:48:56, 4, 0, 83
2025-10-17 09:48:56, 5, 0, 83
2025-10-17 09:48:56, 6, 0, 83
2025-10-17 09:48:56, 7, 0, 83
2025-10-17 09:49:01, 0, 88, 95
2025-10-17 09:49:01, 1, 88, 95
2025-10-17 09:49:01, 2, 86, 95
2025-10-17 09:49:01, 3, 86, 95
2025-10-17 09:49:01, 4, 0, 83
2025-10-17 09:49:01, 5, 0, 83
2025-10-17 09:49:01, 6, 0, 83
2025-10-17 09:49:01, 7, 0, 83
2025-10-17 09:49:07, 0, 88, 95
2025-10-17 09:49:07, 1, 56, 95
2025-10-17 09:49:07, 2, 61, 95
2025-10-17 09:49:07, 3, 61, 95
2025-10-17 09:49:07, 4, 0, 83
2025-10-17 09:49:07, 5, 0, 83
2025-10-17 09:49:07, 6, 0, 83
2025-10-17 09:49:07, 7, 0, 83
2025-10-17 09:49:13, 0, 89, 95
2025-10-17 09:49:13, 1, 88, 95
2025-10-17 09:49:13, 2, 86, 95
2025-10-17 09:49:13, 3, 87, 95
2025-10-17 09:49:13, 4, 0, 83
2025-10-17 09:49:13, 5, 0, 83
2025-10-17 09:49:13, 6, 0, 83
2025-10-17 09:49:13, 7, 0, 83
2025-10-17 09:49:18, 0, 65, 95
2025-10-17 09:49:18, 1, 88, 95
2025-10-17 09:49:18, 2, 23, 95
2025-10-17 09:49:18, 3, 88, 95
2025-10-17 09:49:18, 4, 0, 83
2025-10-17 09:49:18, 5, 0, 83
2025-10-17 09:49:18, 6, 0, 83
2025-10-17 09:49:18, 7, 0, 83
2025-10-17 09:49:24, 0, 87, 95
2025-10-17 09:49:24, 1, 85, 95
2025-10-17 09:49:24, 2, 62, 95
2025-10-17 09:49:24, 3, 63, 95
2025-10-17 09:49:24, 4, 0, 83
2025-10-17 09:49:24, 5, 0, 83
2025-10-17 09:49:24, 6, 0, 83
2025-10-17 09:49:24, 7, 0, 83
2025-10-17 09:49:30, 0, 87, 95
2025-10-17 09:49:30, 1, 53, 95
2025-10-17 09:49:30, 2, 61, 95
2025-10-17 09:49:30, 3, 65, 95
2025-10-17 09:49:30, 4, 0, 83
2025-10-17 09:49:30, 5, 0, 83
2025-10-17 09:49:30, 6, 0, 83
2025-10-17 09:49:30, 7, 0, 83
2025-10-17 09:49:35, 0, 87, 95
2025-10-17 09:49:35, 1, 32, 95
2025-10-17 09:49:35, 2, 89, 95
2025-10-17 09:49:35, 3, 88, 95
2025-10-17 09:49:35, 4, 0, 83
2025-10-17 09:49:35, 5, 0, 83
2025-10-17 09:49:35, 6, 0, 83
2025-10-17 09:49:35, 7, 0, 83
2025-10-17 09:49:41, 0, 88, 95
2025-10-17 09:49:41, 1, 88, 95
2025-10-17 09:49:41, 2, 55, 95
2025-10-17 09:49:41, 3, 60, 95
2025-10-17 09:49:41, 4, 0, 83
2025-10-17 09:49:41, 5, 0, 83
2025-10-17 09:49:41, 6, 0, 83
2025-10-17 09:49:41, 7, 0, 83
2025-10-17 09:49:46, 0, 89, 95
2025-10-17 09:49:46, 1, 89, 95
2025-10-17 09:49:46, 2, 11, 95
2025-10-17 09:49:46, 3, 88, 95
2025-10-17 09:49:46, 4, 0, 83
2025-10-17 09:49:46, 5, 0, 83
2025-10-17 09:49:46, 6, 0, 83
2025-10-17 09:49:46, 7, 0, 83
2025-10-17 09:49:52, 0, 63, 95
2025-10-17 09:49:52, 1, 28, 95
2025-10-17 09:49:52, 2, 86, 95
2025-10-17 09:49:52, 3, 56, 95
2025-10-17 09:49:52, 4, 0, 83
2025-10-17 09:49:52, 5, 0, 83
2025-10-17 09:49:52, 6, 0, 83
2025-10-17 09:49:52, 7, 0, 83
2025-10-17 09:49:58, 0, 85, 95
2025-10-17 09:49:58, 1, 87, 95
2025-10-17 09:49:58, 2, 31, 95
2025-10-17 09:49:58, 3, 88, 95
2025-10-17 09:49:58, 4, 0, 83
2025-10-17 09:49:58, 5, 0, 83
2025-10-17 09:49:58, 6, 0, 83
2025-10-17 09:49:58, 7, 0, 83
2025-10-17 09:50:03, 0, 90, 95
2025-10-17 09:50:03, 1, 87, 95
2025-10-17 09:50:03, 2, 63, 95
2025-10-17 09:50:03, 3, 63, 95
2025-10-17 09:50:03, 4, 0, 83
2025-10-17 09:50:03, 5, 0, 83
2025-10-17 09:50:03, 6, 0, 83
2025-10-17 09:50:03, 7, 0, 83
2025-10-17 09:50:09, 0, 65, 95
2025-10-17 09:50:09, 1, 65, 95
2025-10-17 09:50:09, 2, 0, 95
2025-10-17 09:50:09, 3, 0, 95
2025-10-17 09:50:09, 4, 0, 83
2025-10-17 09:50:09, 5, 0, 83
2025-10-17 09:50:09, 6, 0, 83
2025-10-17 09:50:09, 7, 0, 83
2025-10-17 09:50:15, 0, 89, 95
2025-10-17 09:50:15, 1, 87, 95
2025-10-17 09:50:15, 2, 91, 95
2025-10-17 09:50:15, 3, 44, 95
2025-10-17 09:50:15, 4, 0, 83
2025-10-17 09:50:15, 5, 0, 83
2025-10-17 09:50:15, 6, 0, 83
2025-10-17 09:50:15, 7, 0, 83
2025-10-17 09:50:21, 0, 62, 95
2025-10-17 09:50:21, 1, 28, 95
2025-10-17 09:50:21, 2, 88, 95
2025-10-17 09:50:21, 3, 61, 95
2025-10-17 09:50:21, 4, 0, 83
2025-10-17 09:50:21, 5, 0, 83
2025-10-17 09:50:21, 6, 0, 83
2025-10-17 09:50:21, 7, 0, 83
2025-10-17 09:50:26, 0, 60, 95
2025-10-17 09:50:26, 1, 13, 95
2025-10-17 09:50:26, 2, 88, 95
2025-10-17 09:50:26, 3, 87, 95
2025-10-17 09:50:26, 4, 0, 83
2025-10-17 09:50:26, 5, 0, 83
2025-10-17 09:50:26, 6, 0, 83
2025-10-17 09:50:26, 7, 0, 83
2025-10-17 09:50:32, 0, 87, 95
2025-10-17 09:50:32, 1, 88, 95
2025-10-17 09:50:32, 2, 86, 95
2025-10-17 09:50:32, 3, 90, 95
2025-10-17 09:50:32, 4, 0, 83
2025-10-17 09:50:32, 5, 0, 83
2025-10-17 09:50:32, 6, 0, 83
2025-10-17 09:50:32, 7, 0, 83
2025-10-17 09:50:38, 0, 88, 95
2025-10-17 09:50:38, 1, 86, 95
2025-10-17 09:50:38, 2, 88, 95
2025-10-17 09:50:38, 3, 88, 95
2025-10-17 09:50:38, 4, 0, 83
2025-10-17 09:50:38, 5, 0, 83
2025-10-17 09:50:38, 6, 0, 83
2025-10-17 09:50:38, 7, 0, 83
2025-10-17 09:50:43, 0, 59, 95
2025-10-17 09:50:43, 1, 62, 95
2025-10-17 09:50:43, 2, 57, 95
2025-10-17 09:50:43, 3, 86, 95
2025-10-17 09:50:43, 4, 0, 83
2025-10-17 09:50:43, 5, 0, 83
2025-10-17 09:50:43, 6, 0, 83
2025-10-17 09:50:43, 7, 0, 83
2025-10-17 09:50:49, 0, 0, 95
2025-10-17 09:50:49, 1, 29, 95
2025-10-17 09:50:49, 2, 88, 95
2025-10-17 09:50:49, 3, 86, 95
2025-10-17 09:50:49, 4, 0, 83
2025-10-17 09:50:49, 5, 0, 83
2025-10-17 09:50:49, 6, 0, 83
2025-10-17 09:50:49, 7, 0, 83
2025-10-17 09:50:55, 0, 90, 95
2025-10-17 09:50:55, 1, 89, 95
2025-10-17 09:50:55, 2, 88, 95
2025-10-17 09:50:55, 3, 87, 95
2025-10-17 09:50:55, 4, 0, 83
2025-10-17 09:50:55, 5, 0, 83
2025-10-17 09:50:55, 6, 0, 83
2025-10-17 09:50:55, 7, 0, 83
2025-10-17 09:51:00, 0, 88, 95
2025-10-17 09:51:00, 1, 85, 95
2025-10-17 09:51:00, 2, 87, 95
2025-10-17 09:51:00, 3, 86, 95
2025-10-17 09:51:00, 4, 0, 83
2025-10-17 09:51:00, 5, 0, 83
2025-10-17 09:51:00, 6, 0, 83
2025-10-17 09:51:00, 7, 0, 83
2025-10-17 09:51:06, 0, 68, 95
2025-10-17 09:51:06, 1, 0, 95
2025-10-17 09:51:06, 2, 88, 95
2025-10-17 09:51:06, 3, 88, 95
2025-10-17 09:51:06, 4, 29, 83
2025-10-17 09:51:06, 5, 88, 83
2025-10-17 09:51:06, 6, 0, 83
2025-10-17 09:51:06, 7, 0, 83
2025-10-17 09:51:12, 0, 90, 95
2025-10-17 09:51:12, 1, 89, 95
2025-10-17 09:51:12, 2, 85, 95
2025-10-17 09:51:12, 3, 55, 95
2025-10-17 09:51:12, 4, 0, 83
2025-10-17 09:51:12, 5, 0, 83
2025-10-17 09:51:12, 6, 0, 83
2025-10-17 09:51:12, 7, 0, 83
2025-10-17 09:51:17, 0, 51, 95
2025-10-17 09:51:17, 1, 88, 95
2025-10-17 09:51:17, 2, 23, 95
2025-10-17 09:51:17, 3, 89, 95
2025-10-17 09:51:17, 4, 0, 83
2025-10-17 09:51:17, 5, 0, 83
2025-10-17 09:51:17, 6, 0, 83
2025-10-17 09:51:17, 7, 0, 83
2025-10-17 09:51:23, 0, 91, 95
2025-10-17 09:51:23, 1, 85, 95
2025-10-17 09:51:23, 2, 87, 95
2025-10-17 09:51:23, 3, 35, 95
2025-10-17 09:51:23, 4, 0, 83
2025-10-17 09:51:23, 5, 0, 83
2025-10-17 09:51:23, 6, 0, 83
2025-10-17 09:51:23, 7, 0, 83
2025-10-17 09:51:28, 0, 58, 95
2025-10-17 09:51:28, 1, 88, 95
2025-10-17 09:51:28, 2, 88, 95
2025-10-17 09:51:28, 3, 87, 95
2025-10-17 09:51:28, 4, 0, 83
2025-10-17 09:51:28, 5, 0, 83
2025-10-17 09:51:28, 6, 0, 83
2025-10-17 09:51:28, 7, 0, 83
2025-10-17 09:51:34, 0, 87, 95
2025-10-17 09:51:34, 1, 85, 95
2025-10-17 09:51:34, 2, 86, 95
2025-10-17 09:51:34, 3, 58, 95
2025-10-17 09:51:34, 4, 0, 83
2025-10-17 09:51:34, 5, 0, 83
2025-10-17 09:51:34, 6, 0, 83
2025-10-17 09:51:34, 7, 0, 83
2025-10-17 09:51:40, 0, 77, 95
2025-10-17 09:51:40, 1, 87, 95
2025-10-17 09:51:40, 2, 91, 95
2025-10-17 09:51:40, 3, 86, 95
2025-10-17 09:51:40, 4, 0, 83
2025-10-17 09:51:40, 5, 0, 83
2025-10-17 09:51:40, 6, 0, 83
2025-10-17 09:51:40, 7, 0, 83
2025-10-17 09:51:45, 0, 88, 95
2025-10-17 09:51:45, 1, 54, 95
2025-10-17 09:51:45, 2, 88, 95
2025-10-17 09:51:45, 3, 88, 95
2025-10-17 09:51:45, 4, 0, 83
2025-10-17 09:51:45, 5, 0, 83
2025-10-17 09:51:45, 6, 0, 83
2025-10-17 09:51:45, 7, 0, 83
2025-10-17 09:51:51, 0, 89, 95
2025-10-17 09:51:51, 1, 88, 95
2025-10-17 09:51:51, 2, 64, 95
2025-10-17 09:51:51, 3, 63, 95
2025-10-17 09:51:51, 4, 0, 83
2025-10-17 09:51:51, 5, 0, 83
2025-10-17 09:51:51, 6, 0, 83
2025-10-17 09:51:51, 7, 0, 83
2025-10-17 09:51:56, 0, 89, 95
2025-10-17 09:51:56, 1, 85, 95
2025-10-17 09:51:56, 2, 33, 95
2025-10-17 09:51:56, 3, 85, 95
2025-10-17 09:51:56, 4, 0, 83
2025-10-17 09:51:56, 5, 0, 83
2025-10-17 09:51:56, 6, 0, 83
2025-10-17 09:51:56, 7, 0, 83
2025-10-17 09:52:02, 0, 63, 95
2025-10-17 09:52:02, 1, 56, 95
2025-10-17 09:52:02, 2, 88, 95
2025-10-17 09:52:02, 3, 88, 95
2025-10-17 09:52:02, 4, 0, 83
2025-10-17 09:52:02, 5, 0, 83
2025-10-17 09:52:02, 6, 0, 83
2025-10-17 09:52:02, 7, 0, 83
2025-10-17 09:52:08, 0, 88, 95
2025-10-17 09:52:08, 1, 35, 95
2025-10-17 09:52:08, 2, 91, 95
2025-10-17 09:52:08, 3, 90, 95
2025-10-17 09:52:08, 4, 0, 83
2025-10-17 09:52:08, 5, 0, 83
2025-10-17 09:52:08, 6, 0, 83
2025-10-17 09:52:08, 7, 0, 83
2025-10-17 09:52:13, 0, 88, 95
2025-10-17 09:52:13, 1, 56, 95
2025-10-17 09:52:13, 2, 62, 95
2025-10-17 09:52:13, 3, 65, 95
2025-10-17 09:52:13, 4, 0, 83
2025-10-17 09:52:13, 5, 0, 83
2025-10-17 09:52:13, 6, 0, 83
2025-10-17 09:52:13, 7, 0, 83
2025-10-17 09:52:19, 0, 88, 95
