时间, NPU_ID, Aicore使用率(%), HBM使用率(%)
2025-10-17 09:52:19, 1, 36, 95
2025-10-17 09:52:19, 2, 86, 95
2025-10-17 09:52:19, 3, 88, 95
2025-10-17 09:52:19, 4, 0, 83
2025-10-17 09:52:19, 5, 0, 83
2025-10-17 09:52:19, 6, 0, 83
2025-10-17 09:52:19, 7, 0, 83
2025-10-17 09:52:25, 0, 57, 95
2025-10-17 09:52:25, 1, 56, 95
2025-10-17 09:52:25, 2, 88, 95
2025-10-17 09:52:25, 3, 85, 95
2025-10-17 09:52:25, 4, 0, 83
2025-10-17 09:52:25, 5, 0, 83
2025-10-17 09:52:25, 6, 0, 83
2025-10-17 09:52:25, 7, 0, 83
2025-10-17 09:52:30, 0, 88, 95
2025-10-17 09:52:30, 1, 29, 95
2025-10-17 09:52:30, 2, 89, 95
2025-10-17 09:52:30, 3, 88, 95
2025-10-17 09:52:30, 4, 0, 83
2025-10-17 09:52:30, 5, 0, 83
2025-10-17 09:52:30, 6, 0, 83
2025-10-17 09:52:30, 7, 0, 83
2025-10-17 09:52:36, 0, 56, 95
2025-10-17 09:52:36, 1, 62, 95
2025-10-17 09:52:36, 2, 58, 95
2025-10-17 09:52:36, 3, 64, 95
2025-10-17 09:52:36, 4, 0, 83
2025-10-17 09:52:36, 5, 0, 83
2025-10-17 09:52:36, 6, 0, 83
2025-10-17 09:52:36, 7, 0, 83
2025-10-17 09:52:41, 0, 27, 95
2025-10-17 09:52:41, 1, 88, 95
2025-10-17 09:52:41, 2, 88, 95
2025-10-17 09:52:41, 3, 88, 95
2025-10-17 09:52:41, 4, 0, 83
2025-10-17 09:52:41, 5, 0, 83
2025-10-17 09:52:41, 6, 0, 83
2025-10-17 09:52:41, 7, 0, 83
2025-10-17 09:52:47, 0, 88, 95
2025-10-17 09:52:47, 1, 87, 95
2025-10-17 09:52:47, 2, 64, 95
2025-10-17 09:52:47, 3, 58, 95
2025-10-17 09:52:47, 4, 0, 83
2025-10-17 09:52:47, 5, 0, 83
2025-10-17 09:52:47, 6, 0, 83
2025-10-17 09:52:47, 7, 0, 83
2025-10-17 09:52:53, 0, 89, 95
2025-10-17 09:52:53, 1, 89, 95
2025-10-17 09:52:53, 2, 88, 95
2025-10-17 09:52:53, 3, 86, 95
2025-10-17 09:52:53, 4, 0, 83
2025-10-17 09:52:53, 5, 0, 83
2025-10-17 09:52:53, 6, 39, 83
2025-10-17 09:52:53, 7, 59, 83
2025-10-17 09:52:58, 0, 58, 95
2025-10-17 09:52:58, 1, 64, 95
2025-10-17 09:52:58, 2, 87, 95
2025-10-17 09:52:58, 3, 29, 95
2025-10-17 09:52:58, 4, 0, 83
2025-10-17 09:52:58, 5, 0, 83
2025-10-17 09:52:58, 6, 0, 83
2025-10-17 09:52:58, 7, 0, 83
2025-10-17 09:53:04, 0, 62, 95
2025-10-17 09:53:04, 1, 57, 95
2025-10-17 09:53:04, 2, 64, 95
2025-10-17 09:53:04, 3, 88, 95
2025-10-17 09:53:04, 4, 0, 83
2025-10-17 09:53:04, 5, 0, 83
2025-10-17 09:53:04, 6, 0, 83
2025-10-17 09:53:04, 7, 5, 83
2025-10-17 09:53:09, 0, 62, 95
2025-10-17 09:53:09, 1, 53, 95
2025-10-17 09:53:09, 2, 58, 95
2025-10-17 09:53:09, 3, 88, 95
2025-10-17 09:53:09, 4, 0, 83
2025-10-17 09:53:09, 5, 0, 83
2025-10-17 09:53:09, 6, 0, 83
2025-10-17 09:53:09, 7, 0, 83
2025-10-17 09:53:15, 0, 63, 95
2025-10-17 09:53:15, 1, 63, 95
2025-10-17 09:53:15, 2, 88, 95
2025-10-17 09:53:15, 3, 88, 95
2025-10-17 09:53:15, 4, 0, 83
2025-10-17 09:53:15, 5, 0, 83
2025-10-17 09:53:15, 6, 0, 83
2025-10-17 09:53:15, 7, 0, 83
2025-10-17 09:53:21, 0, 62, 95
2025-10-17 09:53:21, 1, 63, 95
2025-10-17 09:53:21, 2, 88, 95
2025-10-17 09:53:21, 3, 28, 95
2025-10-17 09:53:21, 4, 0, 83
2025-10-17 09:53:21, 5, 0, 83
2025-10-17 09:53:21, 6, 0, 83
2025-10-17 09:53:21, 7, 0, 83
2025-10-17 09:53:26, 0, 62, 95
2025-10-17 09:53:26, 1, 58, 95
2025-10-17 09:53:26, 2, 64, 95
2025-10-17 09:53:26, 3, 88, 95
2025-10-17 09:53:26, 4, 0, 83
2025-10-17 09:53:26, 5, 0, 83
2025-10-17 09:53:26, 6, 0, 83
2025-10-17 09:53:26, 7, 0, 83
2025-10-17 09:53:32, 0, 87, 95
2025-10-17 09:53:32, 1, 58, 95
2025-10-17 09:53:32, 2, 27, 95
2025-10-17 09:53:32, 3, 71, 95
2025-10-17 09:53:32, 4, 0, 83
2025-10-17 09:53:32, 5, 0, 83
2025-10-17 09:53:32, 6, 0, 83
2025-10-17 09:53:32, 7, 0, 83
2025-10-17 09:53:37, 0, 86, 95
2025-10-17 09:53:37, 1, 28, 95
2025-10-17 09:53:37, 2, 86, 95
2025-10-17 09:53:37, 3, 63, 95
2025-10-17 09:53:37, 4, 0, 83
2025-10-17 09:53:37, 5, 0, 83
2025-10-17 09:53:37, 6, 0, 83
2025-10-17 09:53:37, 7, 0, 83
2025-10-17 09:53:43, 0, 62, 95
2025-10-17 09:53:43, 1, 88, 95
2025-10-17 09:53:43, 2, 88, 95
2025-10-17 09:53:43, 3, 62, 95
2025-10-17 09:53:43, 4, 0, 83
2025-10-17 09:53:43, 5, 0, 83
2025-10-17 09:53:43, 6, 0, 83
2025-10-17 09:53:43, 7, 0, 83
2025-10-17 09:53:49, 0, 57, 95
2025-10-17 09:53:49, 1, 88, 95
2025-10-17 09:53:49, 2, 74, 95
2025-10-17 09:53:49, 3, 86, 95
2025-10-17 09:53:49, 4, 0, 83
2025-10-17 09:53:49, 5, 0, 83
2025-10-17 09:53:49, 6, 0, 83
2025-10-17 09:53:49, 7, 0, 83
2025-10-17 09:53:54, 0, 88, 95
2025-10-17 09:53:54, 1, 88, 95
2025-10-17 09:53:54, 2, 56, 95
2025-10-17 09:53:54, 3, 62, 95
2025-10-17 09:53:54, 4, 0, 83
2025-10-17 09:53:54, 5, 0, 83
2025-10-17 09:53:54, 6, 0, 83
2025-10-17 09:53:54, 7, 0, 83
2025-10-17 09:54:00, 0, 56, 95
2025-10-17 09:54:00, 1, 43, 95
2025-10-17 09:54:00, 2, 29, 95
2025-10-17 09:54:00, 3, 88, 95
2025-10-17 09:54:00, 4, 0, 83
2025-10-17 09:54:00, 5, 0, 83
2025-10-17 09:54:00, 6, 0, 83
2025-10-17 09:54:00, 7, 0, 83
2025-10-17 09:54:06, 0, 63, 95
2025-10-17 09:54:06, 1, 88, 95
2025-10-17 09:54:06, 2, 88, 95
2025-10-17 09:54:06, 3, 62, 95
2025-10-17 09:54:06, 4, 0, 83
2025-10-17 09:54:06, 5, 88, 83
2025-10-17 09:54:06, 6, 66, 83
2025-10-17 09:54:06, 7, 0, 83
2025-10-17 09:54:11, 0, 86, 95
2025-10-17 09:54:11, 1, 89, 95
2025-10-17 09:54:11, 2, 59, 95
2025-10-17 09:54:11, 3, 63, 95
2025-10-17 09:54:11, 4, 0, 83
2025-10-17 09:54:11, 5, 0, 83
2025-10-17 09:54:11, 6, 0, 83
2025-10-17 09:54:11, 7, 0, 83
2025-10-17 09:54:17, 0, 28, 95
2025-10-17 09:54:17, 1, 74, 95
2025-10-17 09:54:17, 2, 63, 95
2025-10-17 09:54:17, 3, 51, 95
2025-10-17 09:54:17, 4, 0, 83
2025-10-17 09:54:17, 5, 0, 83
2025-10-17 09:54:17, 6, 0, 83
2025-10-17 09:54:17, 7, 0, 83
2025-10-17 09:54:23, 0, 59, 95
2025-10-17 09:54:23, 1, 88, 95
2025-10-17 09:54:23, 2, 88, 95
2025-10-17 09:54:23, 3, 59, 95
2025-10-17 09:54:23, 4, 0, 83
2025-10-17 09:54:23, 5, 0, 83
2025-10-17 09:54:23, 6, 0, 83
2025-10-17 09:54:23, 7, 0, 83
2025-10-17 09:54:28, 0, 88, 95
2025-10-17 09:54:28, 1, 58, 95
2025-10-17 09:54:28, 2, 53, 95
2025-10-17 09:54:28, 3, 6, 95
2025-10-17 09:54:28, 4, 0, 83
2025-10-17 09:54:28, 5, 0, 83
2025-10-17 09:54:28, 6, 0, 83
2025-10-17 09:54:28, 7, 0, 83
2025-10-17 09:54:34, 0, 88, 95
2025-10-17 09:54:34, 1, 88, 95
2025-10-17 09:54:34, 2, 87, 95
2025-10-17 09:54:34, 3, 86, 95
2025-10-17 09:54:34, 4, 0, 83
2025-10-17 09:54:34, 5, 0, 83
2025-10-17 09:54:34, 6, 0, 83
2025-10-17 09:54:34, 7, 0, 83
2025-10-17 09:54:39, 0, 88, 95
2025-10-17 09:54:39, 1, 31, 95
2025-10-17 09:54:39, 2, 90, 95
2025-10-17 09:54:39, 3, 89, 95
2025-10-17 09:54:39, 4, 0, 83
2025-10-17 09:54:39, 5, 0, 83
2025-10-17 09:54:39, 6, 0, 83
2025-10-17 09:54:39, 7, 0, 83
2025-10-17 09:54:45, 0, 47, 95
2025-10-17 09:54:45, 1, 88, 95
2025-10-17 09:54:45, 2, 85, 95
2025-10-17 09:54:45, 3, 86, 95
2025-10-17 09:54:45, 4, 0, 83
2025-10-17 09:54:45, 5, 0, 83
2025-10-17 09:54:45, 6, 0, 83
2025-10-17 09:54:45, 7, 0, 83
2025-10-17 09:54:51, 0, 85, 95
2025-10-17 09:54:51, 1, 87, 95
2025-10-17 09:54:51, 2, 55, 95
2025-10-17 09:54:51, 3, 88, 95
2025-10-17 09:54:51, 4, 0, 83
2025-10-17 09:54:51, 5, 0, 83
2025-10-17 09:54:51, 6, 0, 83
2025-10-17 09:54:51, 7, 0, 83
2025-10-17 09:54:56, 0, 30, 95
2025-10-17 09:54:56, 1, 87, 95
2025-10-17 09:54:56, 2, 86, 95
2025-10-17 09:54:56, 3, 89, 95
2025-10-17 09:54:56, 4, 0, 83
2025-10-17 09:54:56, 5, 0, 83
2025-10-17 09:54:56, 6, 0, 83
2025-10-17 09:54:56, 7, 0, 83
2025-10-17 09:55:02, 0, 65, 95
2025-10-17 09:55:02, 1, 30, 95
2025-10-17 09:55:02, 2, 88, 95
2025-10-17 09:55:02, 3, 87, 95
2025-10-17 09:55:02, 4, 0, 83
2025-10-17 09:55:02, 5, 0, 83
2025-10-17 09:55:02, 6, 0, 83
2025-10-17 09:55:02, 7, 0, 83
2025-10-17 09:55:07, 0, 87, 95
2025-10-17 09:55:07, 1, 86, 95
2025-10-17 09:55:07, 2, 32, 95
2025-10-17 09:55:07, 3, 87, 95
2025-10-17 09:55:07, 4, 0, 83
2025-10-17 09:55:07, 5, 0, 83
2025-10-17 09:55:07, 6, 0, 83
2025-10-17 09:55:07, 7, 0, 83
2025-10-17 09:55:13, 0, 88, 95
2025-10-17 09:55:13, 1, 30, 95
2025-10-17 09:55:13, 2, 87, 95
2025-10-17 09:55:13, 3, 56, 95
2025-10-17 09:55:13, 4, 0, 83
2025-10-17 09:55:13, 5, 0, 83
2025-10-17 09:55:13, 6, 0, 83
2025-10-17 09:55:13, 7, 0, 83
2025-10-17 09:55:19, 0, 88, 95
2025-10-17 09:55:19, 1, 75, 95
2025-10-17 09:55:19, 2, 63, 95
2025-10-17 09:55:19, 3, 22, 95
2025-10-17 09:55:19, 4, 0, 83
2025-10-17 09:55:19, 5, 0, 83
2025-10-17 09:55:19, 6, 0, 83
2025-10-17 09:55:19, 7, 0, 83
2025-10-17 09:55:24, 0, 19, 95
2025-10-17 09:55:24, 1, 88, 95
2025-10-17 09:55:24, 2, 86, 95
2025-10-17 09:55:24, 3, 86, 95
2025-10-17 09:55:24, 4, 0, 83
2025-10-17 09:55:24, 5, 0, 83
2025-10-17 09:55:24, 6, 0, 83
2025-10-17 09:55:24, 7, 0, 83
2025-10-17 09:55:30, 0, 87, 95
2025-10-17 09:55:30, 1, 13, 95
2025-10-17 09:55:30, 2, 85, 95
2025-10-17 09:55:30, 3, 86, 95
2025-10-17 09:55:30, 4, 0, 83
2025-10-17 09:55:30, 5, 0, 83
2025-10-17 09:55:30, 6, 0, 83
2025-10-17 09:55:30, 7, 0, 83
2025-10-17 09:55:36, 0, 61, 95
2025-10-17 09:55:36, 1, 88, 95
2025-10-17 09:55:36, 2, 88, 95
2025-10-17 09:55:36, 3, 88, 95
2025-10-17 09:55:36, 4, 0, 83
2025-10-17 09:55:36, 5, 0, 83
2025-10-17 09:55:36, 6, 0, 83
2025-10-17 09:55:36, 7, 0, 83
2025-10-17 09:55:41, 0, 27, 95
2025-10-17 09:55:41, 1, 73, 95
2025-10-17 09:55:41, 2, 63, 95
2025-10-17 09:55:41, 3, 88, 95
2025-10-17 09:55:41, 4, 0, 83
2025-10-17 09:55:41, 5, 0, 83
2025-10-17 09:55:41, 6, 0, 83
2025-10-17 09:55:41, 7, 0, 83
2025-10-17 09:55:47, 0, 88, 95
2025-10-17 09:55:47, 1, 62, 95
2025-10-17 09:55:47, 2, 63, 95
2025-10-17 09:55:47, 3, 88, 95
2025-10-17 09:55:47, 4, 0, 83
2025-10-17 09:55:47, 5, 0, 83
2025-10-17 09:55:47, 6, 0, 83
2025-10-17 09:55:47, 7, 0, 83
2025-10-17 09:55:53, 0, 63, 95
2025-10-17 09:55:53, 1, 88, 95
2025-10-17 09:55:53, 2, 62, 95
2025-10-17 09:55:53, 3, 61, 95
2025-10-17 09:55:53, 4, 0, 83
2025-10-17 09:55:53, 5, 0, 83
2025-10-17 09:55:53, 6, 0, 83
2025-10-17 09:55:53, 7, 0, 83
2025-10-17 09:55:58, 0, 56, 95
2025-10-17 09:55:58, 1, 88, 95
2025-10-17 09:55:58, 2, 88, 95
2025-10-17 09:55:58, 3, 63, 95
2025-10-17 09:55:58, 4, 0, 83
2025-10-17 09:55:58, 5, 0, 83
2025-10-17 09:55:58, 6, 0, 83
2025-10-17 09:55:58, 7, 0, 83
2025-10-17 09:56:04, 0, 88, 95
2025-10-17 09:56:04, 1, 57, 95
2025-10-17 09:56:04, 2, 62, 95
2025-10-17 09:56:04, 3, 56, 95
2025-10-17 09:56:04, 4, 0, 83
2025-10-17 09:56:04, 5, 0, 83
2025-10-17 09:56:04, 6, 0, 83
2025-10-17 09:56:04, 7, 13, 83
2025-10-17 09:56:10, 0, 23, 95
2025-10-17 09:56:10, 1, 86, 95
2025-10-17 09:56:10, 2, 86, 95
2025-10-17 09:56:10, 3, 86, 95
2025-10-17 09:56:10, 4, 0, 83
2025-10-17 09:56:10, 5, 0, 83
2025-10-17 09:56:10, 6, 0, 83
2025-10-17 09:56:10, 7, 0, 83
2025-10-17 09:56:15, 0, 61, 95
2025-10-17 09:56:15, 1, 86, 95
2025-10-17 09:56:15, 2, 86, 95
2025-10-17 09:56:15, 3, 29, 95
2025-10-17 09:56:15, 4, 0, 83
2025-10-17 09:56:15, 5, 0, 83
2025-10-17 09:56:15, 6, 0, 83
2025-10-17 09:56:15, 7, 0, 83
2025-10-17 09:56:21, 0, 88, 95
2025-10-17 09:56:21, 1, 88, 95
2025-10-17 09:56:21, 2, 57, 95
2025-10-17 09:56:21, 3, 60, 95
2025-10-17 09:56:21, 4, 0, 83
2025-10-17 09:56:21, 5, 0, 83
2025-10-17 09:56:21, 6, 0, 83
2025-10-17 09:56:21, 7, 0, 83
2025-10-17 09:56:27, 0, 89, 95
2025-10-17 09:56:27, 1, 62, 95
2025-10-17 09:56:27, 2, 64, 95
2025-10-17 09:56:27, 3, 65, 95
2025-10-17 09:56:27, 4, 0, 83
2025-10-17 09:56:27, 5, 0, 83
2025-10-17 09:56:27, 6, 0, 83
2025-10-17 09:56:27, 7, 0, 83
2025-10-17 09:56:32, 0, 65, 95
2025-10-17 09:56:32, 1, 63, 95
2025-10-17 09:56:32, 2, 63, 95
2025-10-17 09:56:32, 3, 88, 95
2025-10-17 09:56:32, 4, 0, 83
2025-10-17 09:56:32, 5, 0, 83
2025-10-17 09:56:32, 6, 0, 83
2025-10-17 09:56:32, 7, 0, 83
2025-10-17 09:56:38, 0, 55, 95
2025-10-17 09:56:38, 1, 62, 95
2025-10-17 09:56:38, 2, 28, 95
2025-10-17 09:56:38, 3, 73, 95
2025-10-17 09:56:38, 4, 0, 83
2025-10-17 09:56:38, 5, 0, 83
2025-10-17 09:56:38, 6, 0, 83
2025-10-17 09:56:38, 7, 0, 83
2025-10-17 09:56:44, 0, 89, 95
2025-10-17 09:56:44, 1, 87, 95
2025-10-17 09:56:44, 2, 87, 95
2025-10-17 09:56:44, 3, 62, 95
2025-10-17 09:56:44, 4, 0, 83
2025-10-17 09:56:44, 5, 0, 83
2025-10-17 09:56:44, 6, 0, 83
2025-10-17 09:56:44, 7, 0, 83
2025-10-17 09:56:49, 0, 63, 95
2025-10-17 09:56:49, 1, 88, 95
2025-10-17 09:56:49, 2, 56, 95
2025-10-17 09:56:49, 3, 60, 95
2025-10-17 09:56:49, 4, 0, 83
2025-10-17 09:56:49, 5, 0, 83
2025-10-17 09:56:49, 6, 0, 83
2025-10-17 09:56:49, 7, 0, 83
2025-10-17 09:56:55, 0, 55, 95
2025-10-17 09:56:55, 1, 88, 95
2025-10-17 09:56:55, 2, 85, 95
2025-10-17 09:56:55, 3, 87, 95
2025-10-17 09:56:55, 4, 0, 83
2025-10-17 09:56:55, 5, 0, 83
2025-10-17 09:56:55, 6, 0, 83
2025-10-17 09:56:55, 7, 0, 83
2025-10-17 09:57:00, 0, 88, 95
2025-10-17 09:57:00, 1, 61, 95
2025-10-17 09:57:00, 2, 63, 95
2025-10-17 09:57:00, 3, 88, 95
2025-10-17 09:57:00, 4, 0, 83
2025-10-17 09:57:00, 5, 0, 83
2025-10-17 09:57:00, 6, 0, 83
2025-10-17 09:57:00, 7, 0, 83
2025-10-17 09:57:06, 0, 59, 95
2025-10-17 09:57:06, 1, 60, 95
2025-10-17 09:57:06, 2, 61, 95
2025-10-17 09:57:06, 3, 16, 95
2025-10-17 09:57:06, 4, 0, 83
2025-10-17 09:57:06, 5, 88, 83
2025-10-17 09:57:06, 6, 0, 83
2025-10-17 09:57:06, 7, 0, 83
2025-10-17 09:57:12, 0, 73, 95
2025-10-17 09:57:12, 1, 63, 95
2025-10-17 09:57:12, 2, 63, 95
2025-10-17 09:57:12, 3, 88, 95
2025-10-17 09:57:12, 4, 0, 83
2025-10-17 09:57:12, 5, 0, 83
2025-10-17 09:57:12, 6, 0, 83
2025-10-17 09:57:12, 7, 0, 83
2025-10-17 09:57:17, 0, 58, 95
2025-10-17 09:57:17, 1, 87, 95
2025-10-17 09:57:17, 2, 87, 95
2025-10-17 09:57:17, 3, 62, 95
2025-10-17 09:57:17, 4, 0, 83
2025-10-17 09:57:17, 5, 0, 83
2025-10-17 09:57:17, 6, 0, 83
2025-10-17 09:57:17, 7, 0, 83
2025-10-17 09:57:23, 0, 61, 95
2025-10-17 09:57:23, 1, 54, 95
2025-10-17 09:57:23, 2, 59, 95
2025-10-17 09:57:23, 3, 62, 95
2025-10-17 09:57:23, 4, 0, 83
2025-10-17 09:57:23, 5, 0, 83
2025-10-17 09:57:23, 6, 0, 83
2025-10-17 09:57:23, 7, 0, 83
2025-10-17 09:57:29, 0, 64, 95
2025-10-17 09:57:29, 1, 88, 95
2025-10-17 09:57:29, 2, 86, 95
2025-10-17 09:57:29, 3, 86, 95
2025-10-17 09:57:29, 4, 0, 83
2025-10-17 09:57:29, 5, 0, 83
2025-10-17 09:57:29, 6, 0, 83
2025-10-17 09:57:29, 7, 0, 83
2025-10-17 09:57:34, 0, 86, 95
2025-10-17 09:57:34, 1, 87, 95
2025-10-17 09:57:34, 2, 62, 95
2025-10-17 09:57:34, 3, 55, 95
2025-10-17 09:57:34, 4, 0, 83
2025-10-17 09:57:34, 5, 0, 83
2025-10-17 09:57:34, 6, 0, 83
2025-10-17 09:57:34, 7, 0, 83
2025-10-17 09:57:40, 0, 63, 95
2025-10-17 09:57:40, 1, 88, 95
2025-10-17 09:57:40, 2, 22, 95
2025-10-17 09:57:40, 3, 89, 95
2025-10-17 09:57:40, 4, 0, 83
2025-10-17 09:57:40, 5, 0, 83
2025-10-17 09:57:40, 6, 0, 83
2025-10-17 09:57:40, 7, 0, 83
2025-10-17 09:57:46, 0, 88, 95
2025-10-17 09:57:46, 1, 60, 95
2025-10-17 09:57:46, 2, 29, 95
2025-10-17 09:57:46, 3, 74, 95
2025-10-17 09:57:46, 4, 0, 83
2025-10-17 09:57:46, 5, 0, 83
2025-10-17 09:57:46, 6, 0, 83
2025-10-17 09:57:46, 7, 0, 83
2025-10-17 09:57:51, 0, 87, 95
2025-10-17 09:57:51, 1, 87, 95
2025-10-17 09:57:51, 2, 51, 95
2025-10-17 09:57:51, 3, 61, 95
2025-10-17 09:57:51, 4, 0, 83
2025-10-17 09:57:51, 5, 0, 83
2025-10-17 09:57:51, 6, 0, 83
2025-10-17 09:57:51, 7, 0, 83
2025-10-17 09:57:57, 0, 88, 95
2025-10-17 09:57:57, 1, 88, 95
2025-10-17 09:57:57, 2, 55, 95
2025-10-17 09:57:57, 3, 61, 95
2025-10-17 09:57:57, 4, 0, 83
2025-10-17 09:57:57, 5, 0, 83
2025-10-17 09:57:57, 6, 0, 83
2025-10-17 09:57:57, 7, 0, 83
2025-10-17 09:58:02, 0, 88, 95
2025-10-17 09:58:02, 1, 88, 95
2025-10-17 09:58:02, 2, 88, 95
2025-10-17 09:58:02, 3, 86, 95
2025-10-17 09:58:02, 4, 0, 83
2025-10-17 09:58:02, 5, 0, 83
2025-10-17 09:58:02, 6, 0, 83
2025-10-17 09:58:02, 7, 0, 83
2025-10-17 09:58:08, 0, 60, 95
2025-10-17 09:58:08, 1, 60, 95
2025-10-17 09:58:08, 2, 29, 95
2025-10-17 09:58:08, 3, 74, 95
2025-10-17 09:58:08, 4, 0, 83
2025-10-17 09:58:08, 5, 0, 83
2025-10-17 09:58:08, 6, 0, 83
2025-10-17 09:58:08, 7, 0, 83
2025-10-17 09:58:14, 0, 85, 95
2025-10-17 09:58:14, 1, 58, 95
2025-10-17 09:58:14, 2, 88, 95
2025-10-17 09:58:14, 3, 86, 95
2025-10-17 09:58:14, 4, 0, 83
2025-10-17 09:58:14, 5, 0, 83
2025-10-17 09:58:14, 6, 0, 83
2025-10-17 09:58:14, 7, 0, 83
2025-10-17 09:58:19, 0, 87, 95
2025-10-17 09:58:19, 1, 87, 95
2025-10-17 09:58:19, 2, 63, 95
2025-10-17 09:58:19, 3, 29, 95
2025-10-17 09:58:19, 4, 0, 83
2025-10-17 09:58:19, 5, 0, 83
2025-10-17 09:58:19, 6, 0, 83
2025-10-17 09:58:19, 7, 0, 83
2025-10-17 09:58:25, 0, 63, 95
2025-10-17 09:58:25, 1, 88, 95
2025-10-17 09:58:25, 2, 63, 95
2025-10-17 09:58:25, 3, 64, 95
2025-10-17 09:58:25, 4, 0, 83
2025-10-17 09:58:25, 5, 0, 83
2025-10-17 09:58:25, 6, 0, 83
2025-10-17 09:58:25, 7, 0, 83
2025-10-17 09:58:31, 0, 74, 95
2025-10-17 09:58:31, 1, 61, 95
2025-10-17 09:58:31, 2, 57, 95
2025-10-17 09:58:31, 3, 63, 95
2025-10-17 09:58:31, 4, 0, 83
2025-10-17 09:58:31, 5, 0, 83
2025-10-17 09:58:31, 6, 0, 83
2025-10-17 09:58:31, 7, 0, 83
2025-10-17 09:58:36, 0, 63, 95
2025-10-17 09:58:36, 1, 88, 95
2025-10-17 09:58:36, 2, 61, 95
2025-10-17 09:58:36, 3, 64, 95
2025-10-17 09:58:36, 4, 0, 83
2025-10-17 09:58:36, 5, 0, 83
2025-10-17 09:58:36, 6, 0, 83
2025-10-17 09:58:36, 7, 0, 83
2025-10-17 09:58:42, 0, 71, 95
2025-10-17 09:58:42, 1, 61, 95
2025-10-17 09:58:42, 2, 61, 95
2025-10-17 09:58:42, 3, 61, 95
2025-10-17 09:58:42, 4, 0, 83
2025-10-17 09:58:42, 5, 0, 83
2025-10-17 09:58:42, 6, 0, 83
2025-10-17 09:58:42, 7, 0, 83
2025-10-17 09:58:48, 0, 88, 95
2025-10-17 09:58:48, 1, 60, 95
2025-10-17 09:58:48, 2, 56, 95
2025-10-17 09:58:48, 3, 88, 95
2025-10-17 09:58:48, 4, 0, 83
2025-10-17 09:58:48, 5, 0, 83
2025-10-17 09:58:48, 6, 0, 83
2025-10-17 09:58:48, 7, 0, 83
2025-10-17 09:58:53, 0, 63, 95
2025-10-17 09:58:53, 1, 88, 95
2025-10-17 09:58:53, 2, 86, 95
2025-10-17 09:58:53, 3, 85, 95
2025-10-17 09:58:53, 4, 0, 83
2025-10-17 09:58:53, 5, 0, 83
2025-10-17 09:58:53, 6, 0, 83
2025-10-17 09:58:53, 7, 0, 83
2025-10-17 09:58:59, 0, 87, 95
2025-10-17 09:58:59, 1, 55, 95
2025-10-17 09:58:59, 2, 64, 95
2025-10-17 09:58:59, 3, 88, 95
2025-10-17 09:58:59, 4, 0, 83
2025-10-17 09:58:59, 5, 0, 83
2025-10-17 09:58:59, 6, 0, 83
2025-10-17 09:58:59, 7, 0, 83
2025-10-17 09:59:05, 0, 62, 95
2025-10-17 09:59:05, 1, 46, 95
2025-10-17 09:59:05, 2, 88, 95
2025-10-17 09:59:05, 3, 87, 95
2025-10-17 09:59:05, 4, 0, 83
2025-10-17 09:59:05, 5, 0, 83
2025-10-17 09:59:05, 6, 0, 83
2025-10-17 09:59:05, 7, 55, 83
2025-10-17 09:59:10, 0, 86, 95
2025-10-17 09:59:10, 1, 87, 95
2025-10-17 09:59:10, 2, 88, 95
2025-10-17 09:59:10, 3, 55, 95
2025-10-17 09:59:10, 4, 0, 83
2025-10-17 09:59:10, 5, 0, 83
2025-10-17 09:59:10, 6, 0, 83
2025-10-17 09:59:10, 7, 0, 83
2025-10-17 09:59:16, 0, 88, 95
2025-10-17 09:59:16, 1, 88, 95
2025-10-17 09:59:16, 2, 60, 95
2025-10-17 09:59:16, 3, 88, 95
2025-10-17 09:59:16, 4, 0, 83
2025-10-17 09:59:16, 5, 0, 83
2025-10-17 09:59:16, 6, 0, 83
2025-10-17 09:59:16, 7, 0, 83
2025-10-17 09:59:22, 0, 56, 95
2025-10-17 09:59:22, 1, 88, 95
2025-10-17 09:59:22, 2, 59, 95
2025-10-17 09:59:22, 3, 63, 95
2025-10-17 09:59:22, 4, 0, 83
2025-10-17 09:59:22, 5, 0, 83
2025-10-17 09:59:22, 6, 0, 83
2025-10-17 09:59:22, 7, 0, 83
2025-10-17 09:59:27, 0, 59, 95
2025-10-17 09:59:27, 1, 21, 95
2025-10-17 09:59:27, 2, 88, 95
2025-10-17 09:59:27, 3, 62, 95
2025-10-17 09:59:27, 4, 0, 83
2025-10-17 09:59:27, 5, 0, 83
2025-10-17 09:59:27, 6, 0, 83
2025-10-17 09:59:27, 7, 0, 83
2025-10-17 09:59:33, 0, 53, 95
2025-10-17 09:59:33, 1, 49, 95
2025-10-17 09:59:33, 2, 88, 95
2025-10-17 09:59:33, 3, 87, 95
2025-10-17 09:59:33, 4, 0, 83
2025-10-17 09:59:33, 5, 0, 83
2025-10-17 09:59:33, 6, 0, 83
2025-10-17 09:59:33, 7, 0, 83
2025-10-17 09:59:39, 0, 29, 95
2025-10-17 09:59:39, 1, 87, 95
2025-10-17 09:59:39, 2, 62, 95
2025-10-17 09:59:39, 3, 57, 95
2025-10-17 09:59:39, 4, 0, 83
2025-10-17 09:59:39, 5, 0, 83
2025-10-17 09:59:39, 6, 0, 83
2025-10-17 09:59:39, 7, 0, 83
2025-10-17 09:59:44, 0, 88, 95
2025-10-17 09:59:44, 1, 64, 95
2025-10-17 09:59:44, 2, 64, 95
2025-10-17 09:59:44, 3, 88, 95
